This is a tab delimited file. If you are seeing this in your web browser, you 
probably want to use the "Save target as..." right-click option, or the 
"Download link to disk..." option on macintosh browsers. (Mac users, hold down 
the mouse button over the link until the pop-up menu appears.)
This text file contains the red:green ratios 
from hybridizations done with arrays containing all the elements 
of the yeast genome.  The "i" preceding the element indicates 
that the spot of DNA corresponds to an intergenic segment of DNA 
to the right of the indicated element.  Blanks indicate that the 
spot on the array corresponding to that element did not contain 
usable data.


NAME	FX6	FX4
iYPR033C	0.87	1
iYPR034W	1.75	1.67
iYPR035W	0.84	0.56
iYPR036W	0.84	0.92
iYPR040W	0.69	0.5
iYPR041W	1	0.85
iYPR042C	0.81	0.87
iYPR044C	0.82	1.02
iYPR045C	0.64	0.63
iYPR046W	0.78	0.95
iYPR047W	0.68	0.61
iYPR048W	0.6	0.74
iYPR049C	0.56	0.74
iYPR051W	0.66	0.77
iYPR054W	0.81	1.01
iYPR055W	1.1	1.04
iYPR056W	0.87	1.08
iYPR057W	1.11	1.03
iYPR059C	0.88	0.96
iYPR060C	1.08	1.01
iYPR061C	0.83	1.32
iYPR062W	1.57	1.51
iYPR063C	1.46	1.81
iYPR064W	1.7	1.63
iYPR065W	0.91	1.16
iYPR066W	1.12	1.01
iYPR067W	0.78	0.8
iYPR068C	0.9	0.99
iYPR069C	1.25	1.26
iYPR070W	1.16	1.06
iYPR071W	1.09	1.21
iYPR072W	0.69	0.85
iYPR073C	1.09	1.02
iYPR074C	1.04	1.03
iYPR076W	1.07	1
iYPR078C	0.73	0.86
iYPR079W	0.78	0.81
iYPR080W	0.58	0.76
iYPR081C	0.97	1.13
iYPR082C	1.02	1.03
iYPR083W	0.83	0.72
iYPR084W	0.67	0.73
iYPR085C	0.7	0.8
iYPR086W	0.82	1.01
iYPR088C	0.89	0.92
iYPR090W	0.5	0.72
iYPR093C	0.73	0.86
iYPR094W	0.44	0.73
iYPR095C	0.6	0.66
iYPR096C	0.65	0.71
iYPR097W	0.95	0.78
iYPR098C	0.76	0.8
iYPR100W	0.79	0.69
iYPR101W	0.5	0.67
iYPR102C	0.88	0.7
iYPR103W	0.71	0.69
iYPR104C	0.8	0.72
iYPR105C	0.77	0.75
iYPR107C	0.75	0.56
iYPR108W	0.87	0.95
iYPR109W	0.76	0.97
iYPR110C	1.12	1
iYPR111W	0.77	0.87
iYPR112C	0.84	0.81
iYPR113W	0.63	0.96
iYPR114W	0.91	0.86
iYPR115W	0.83	0.84
iYPR116W	1.05	0.86
iYPR117W	0.79	0.98
iYPR118W	1.11	0.95
iYPR119W	0.75	0.87
iYPR120C	1.22	0.86
iYPR121W-0	0.93	0.9
iYPR121W-1	1.03	0.82
iYPR122W	1.69	1.74
iYPR124W	1.22	0.97
iYPR126C	1.04	0.99
iYPR127W	1.03	0.92
iYPR128C	0.79	0.88
iYPR130C	0.73	0.78
iYPR131C	0.67	0.76
iYPR132W	0.66	0.76
iYPR133C	0.85	0.77
iYPR133W-A	0.77	0.89
iYPR134W	0.75	0.78
iYPR135W	0.59	0.6
iYPR137W	0.89	0.91
iYPR138C	1.21	0.95
iYPR139C	0.96	1.18
iYPR140W	0.82	0.67
iYPR141C	0.59	0.84
iYPR143W	0.78	0.78
iYPR144C	1.21	1.14
iYPR147C	0.75	0.67
iYPR148C-0	0.89	1.13
iYPR148C-1		1.16
iYPR149W	1.24	1.23
iYPR151C	1.34	1.41
iYPR152C	0.54	0.87
iYPR153W	1.03	1.22
iYPR154W	0.63	0.87
iYPR155C	1.1	1.15
iYPR156C	1.12	1.4
iYPR157W	0.97	0.96
iYPR158W	0.63	0.95
iYPR159W	1.3	1.35
iYPR160W	1.29	1.23
iYPR161C	0.93	0.84
iYPR162C	0.77	0.86
iYPR163C	0.77	0.72
iYPR164W	1.16	0.99
iYPR165W	0.63	0.71
iYPR166C	0.92	0.96
iYPR167C	0.79	0.9
iYPR168W	0.79	0.97
iYPR169W	0.61	0.79
iYPR170C	0.97	1.02
iYPR171W	0.54	0.57
iYPR172W	0.71	0.87
iYPR173C	0.67	0.69
iYPR174C	1.06	1.05
iYPR176C	0.6	0.57
iYPR178W	0.63	0.64
iYPR179C	0.56	0.69
iYPR180W	0.56	0.7
iYPR181C	1.13	1.25
iYPR182W	1.27	1.75
iYPR183W	1.04	0.89
iYPR184W	0.84	0.81
iYPR185W	0.61	0.58
iYPR186C	0.75	0.84
iYPR187W	0.95	0.67
iYPR188C	0.81	0.75
iYPR189W	0.53	0.53
iYPR190C	0.78	0.89
iYPR191W	1.95	1.37
iYPR192W	1.02	1.23
iYPR193C	1.32	0.87
iYPR194C	1.24	0.96
iYPR195C-0	1.59	1.49
iYPR195C-1	1.99	1.34
iYPR195C-2	1.24	1.29
iYPR196W	1.32	1.24
iYPR198W-0	1.65	1.13
iYPR198W-1	1.47	1.02
iYPR199C	1.16	1.21
iYPR200C	0.95	1.07
iYPR201W-0	1.9	1.66
iYPR201W-1	1.25	1.35
iYPR203W	1.76	1.68
iYPRCdelta13	0.92	1.08
iYPRCdelta15	0.83	0.79
iYPRCdelta19	0.91	0.87
iYPRCdelta22	1.09	1.21
iYPRCtau3	1.12	0.85
iYPRWdelta14	1.08	1.03
iYPRWdelta16	0.93	0.8
iYPRWsigma2-0	1.19	1.08
iYPRWsigma2-1	1.04	0.9
iYPRWsigma4	1.35	1.21
iYPRWtau4	1.05	0.96
LSR1	1.3	1.43
Q0005	0.64	
Q0010	0.92	1.06
Q0015	0.79	
Q0020	0.88	0.95
Q0025	0.81	0.97
Q0030	0.83	0.88
Q0035	0.67	
Q0040	0.82	0.89
Q0045	0.83	
Q0050	0.83	0.87
Q0055	0.62	0.8
Q0060		0.83
Q0065	0.68	0.76
Q0070	0.81	0.85
Q0075	0.8	0.84
Q0080		0.79
Q0085	3	1.84
Q0090	0.87	1.17
Q0095	1.86	1.44
Q0100		0.96
Q0105	0.59	0.71
Q0110	0.85	0.9
Q0115	1.8	2.03
Q0120	1.77	1.95
Q0125	2.03	1.69
Q0130	1.32	1.2
Q0140	1.03	1.36
Q0150	0.95	1.25
Q0155	1.03	1.15
Q0167	1.02	1.22
Q0170	1.32	1.27
Q0180	1.28	1.36
Q0183A	2.08	1.92
Q0183B	2.26	1.99
Q0185A	1.29	1.38
Q0185D	1.81	2.06
Q0185E	1.2	1.21
Q0185F	1.18	1.89
Q0185H	1.19	1.28
Q0190A	2.29	2.19
Q0190B	2.34	2.11
Q0195	2.07	1.82
Q0200	2.42	2.33
Q0205	1.88	2.18
Q0210	1.78	1.86
Q0220	0.94	0.93
Q0225	1.03	1.05
Q0230	0.9	1.05
Q0242		0.75
Q0257	0.59	0.86
Q0270		1.15
Q0275	0.59	0.78
Q0280A	2.22	1.71
Q0280D	1.56	1.76
Q0280F	1.56	1.51
Q0283	1.57	1.58
Q0290	1.33	1.38
Q0295	1.73	1.72
Q0310	1.53	1.31
Q0315	1.07	0.97
Q0325		0.93
Q0350	1.4	1.43
RDN18-1	2.88	1.99
RDN18-1A	2.84	2.19
RDN18-1B	1.76	1.6
RDN25-1	3.36	2.18
RDN25-1A	2.22	2.34
RDN25-1B	3.73	2.9
RDN25-1C	2.2	2.16
RDN37-1	2.67	1.79
RDN37-1A	1.55	1.75
RDN37-1B	1.97	2.14
RDN37-1C	1.38	1.41
RDN5-1	1.64	1.27
RDN58-1	1.75	1.59
snR128	0.79	0.72
SNR13		
snR14	0.9	1.03
SNR189	0.49	0.59
SNR190	0.68	0.79
snR3	1.45	1.3
SNR33	0.82	0.69
SNR34	0.88	0.67
snR37	0.79	0.75
SNR4	0.56	0.61
SNR42	1.1	0.95
SNR43		0.95
SNR44	0.68	0.82
SNR45	1	1.32
SNR46	1.17	1.04
SNR47	0.77	0.84
SNR48	1.52	1.82
SNR50	0.61	0.6
SNR51	0.71	0.86
SNR52	0.93	0.92
SNR53	0.68	0.87
SNR54	0.75	0.88
SNR55	0.78	0.83
SNR56	0.64	0.87
SNR57	0.78	0.9
SNR58	0.77	0.96
SNR59	1.2	1.24
SNR6	0.88	0.79
SNR60	0.86	0.87
SNR61	1.18	0.56
SNR62	0.64	0.8
SNR63	1.01	1.02
SNR64	1.09	1.26
SNR65	0.73	0.77
SNR66	0.95	0.87
SNR67	0.99	1.03
SNR68	0.98	0.87
SNR69	1.03	1.19
SNR70	1.02	1.16
SNR71	0.7	0.67
SNR7-L	1.01	0.94
SNR7-S	1.01	1.15
SNR8	0.66	0.84
tA(AGC)P	0.8	0.78
tA(UGC)O	0.72	0.86
tC(GCA)P2	0.61	0.9
tD(GUC)O	0.64	0.9
tE(UUC)C	0.73	0.46
tE(UUC)P	1.1	1.15
TEL15R-1	1.09	1.13
TEL15R-2	1.74	1.27
TEL15R-3	1.15	1.15
TEL15R-4	1.6	1.33
TEL15R-5	1.36	1.47
TEL15R-6	2.13	1.71
TEL1R	0.99	1.16
TEL3R	0.99	1.12
TEL6R	0.97	0.89
TEL9L	1.94	1.64
tF(GAA)P2	0.74	0.83
tG(CCC)D	0.8	1.07
tG(GCC)P2	1.05	1.02
tG(UCC)O	0.75	0.68
tH(GUG)M	0.94	1.13
tI(AAU)P2	0.83	0.93
tI(UAU)L	0.99	0.96
tK(CUU)P	0.89	1.05
tK(UUU)P	0.86	0.9
tL(CAA)C	0.78	1.05
tL(CAA)N	0.95	0.93
tL(GAG)G	1.13	1.02
tL(UAA)N	0.94	0.94
tL(UAG)L2	0.97	0.8
tM(CAU)O2	0.58	0.71
tM(CAU)P	1.26	1.29
tN(GUU)C	0.6	0.52
tN(GUU)P	0.96	0.94
tP(AGG)C	0.84	1.07
tP(UGG)M	1.15	1.27
tQ(UUG)L	0.75	0.42
tR(ACG)O	0.54	0.66
tR(CCG)L	0.98	0.84
tR(UCU)M2	0.64	0.79
tS(AGA)M	0.66	0.94
tS(CGA)C	1.05	1.08
tS(GCU)L	0.72	0.84
tS(UGA)P	0.95	1.09
tT(AGU)O2	0.55	0.67
tT(CGU)K	1.21	1.15
tT(UGU)P	0.63	0.81
tV(AAC)M3	0.72	0.98
tV(CAC)D	1.11	1.25
tV(UAC)B	0.75	1
tW(CCA)P	1.07	1.11
tY(GUA)M2	0.67	0.8
YAL001C	0.62	0.71
YAL002W	0.8	0.75
YAL003W	0.69	0.53
YAL004W	1.07	0.79
YAL005C	1.28	1.15
YAL007C	0.84	0.86
YAL008W	0.71	0.58
YAL009W	0.75	0.51
YAL010C	1.09	0.92
YAL011W	0.88	0.9
YAL012W	2.5	2.77
YAL013W	1.89	1.9
YAL014C	1.38	1.17
YAL015C	1.42	1.03
YAL016W	1.02	0.76
YAL017W	1.05	0.86
YAL018C	0.78	0.86
YAL019W	0.73	0.86
YAL020C	2.22	1.71
YAL021C	1.38	1.02
YAL022C	1.53	1.65
YAL023C	0.88	0.81
YAL024C		
YAL025C	0.95	0.7
YAL026C	1.09	1.03
YAL027W	1.21	0.91
YAL028W	1.06	0.98
YAL029C	0.78	0.8
YAL030W	1.2	1
YAL031C	1.11	0.95
YAL032C	1.14	0.97
YAL033W	1.38	1.06
YAL034C	0.75	0.77
YAL034W-A	0.92	0.83
YAL035C-A	0.71	0.7
YAL035W	0.84	0.74
YAL036C	1.56	1.77
YAL037W	1.31	1.19
YAL038W	3.19	2.34
YAL039C	1.85	1.57
YAL040C	1.37	1.15
YAL041W	1.26	0.98
YAL042W	2.15	2.08
YAL043C	1.66	1.24
YAL043C-A	1.95	1.39
YAL044C	2.29	1.69
YAL045C	1.09	1.07
YAL046C	1.34	1.07
YAL047C	0.94	0.82
YAL048C	0.84	0.7
YAL049C	0.84	0.71
YAL051W		1.08
YAL053W	1	1.36
YAL054C	1.27	1.02
YAL055W	0.82	0.83
YAL056W	0.83	0.83
YAL058C-A	1.3	1.15
YAL058W	1.24	1.04
YAL059W	1.18	1.14
YAL060W	1.49	1.24
YAL061W	3.57	2.64
YAL062W	2.88	2.32
YAL063C	0.92	0.93
YAL064W	1.24	1.05
YAL065C		
YAL065C-A	0.67	0.8
YAL066W	0.63	0.66
YAL067C	0.64	0.55
YAL068C	1.03	1.01
YAL069W	1.07	1.18
YALCdelta2	0.61	0.77
YAR002C-A	0.66	
YAR002W	0.68	0.53
YAR003W	0.97	0.84
YAR007C	0.89	0.85
YAR008W	0.87	0.73
YAR009C	1.21	1.12
YAR010C	1.67	1.09
YAR014C	1.07	1.26
YAR015W	0.7	0.84
YAR018C	0.78	0.77
YAR019C	0.68	0.86
YAR020C	0.66	0.83
YAR023C	0.74	0.68
YAR027W	0.75	0.68
YAR028W	1.15	1.04
YAR029W	0.86	1.02
YAR030C	0.67	0.76
YAR031W	1.05	0.74
YAR033W	1.33	1.1
YAR035W	1.55	1.33
YAR037W	1.27	1.46
YAR040C	1.29	1.71
YAR042W	2.07	1.53
YAR043C	1.99	2.14
YAR044W		0.87
YAR047C	1.15	1.31
YAR050W	1.09	1.06
YAR052C	0.93	0.86
YAR053W	0.88	0.84
YAR060C	0.64	0.68
YAR061W	1.04	1.16
YAR062W	0.9	0.82
YAR064W	1.18	1.12
YAR066W	0.79	0.83
YAR068W	1.1	1.1
YAR069C	0.92	0.79
YAR070C	1.23	0.84
YAR071W	0.92	0.76
YAR073W	1.34	1.05
YAR074C	1.01	0.89
YAR075W	1.07	0.93
YARCdelta3	0.91	1.1
YARCdelta8	1.17	1.25
YBL001C	0.93	0.92
YBL002W	1.13	1.08
YBL003C	0.84	0.75
YBL004W		0.96
YBL005W	1	0.78
YBL005W-A	1.41	1.21
YBL005W-B	0.94	0.88
YBL006C	1.46	1.7
YBL007C	1.22	0.94
YBL008W	0.99	0.94
YBL009W	0.99	0.87
YBL010C	0.86	0.91
YBL011W	1.47	0.95
YBL012C	1.5	1.29
YBL013W	1.7	1.41
YBL014C	0.83	0.97
YBL015W	2.37	1.43
YBL016W	3.29	2.76
YBL017C		
YBL018C	0.88	0.76
YBL019W	0.82	0.63
YBL020W	1.14	1.05
YBL021C	0.81	0.81
YBL022C	0.74	0.68
YBL023C	0.8	0.62
YBL024W	1.31	0.94
YBL025W	1.18	0.97
YBL026W	1.11	1.26
YBL027W	1.57	0.98
YBL028C	1.14	1.12
YBL029W	1.31	1.14
YBL030C	1.44	1.59
YBL031W	1.13	0.84
YBL032W	2.59	1.95
YBL033C	1.84	1.74
YBL034C	0.73	0.74
YBL035C	0.74	0.68
YBL036C	1.25	1.12
YBL037W	1.17	0.94
YBL038W	0.99	1.05
YBL039C	0.65	0.86
YBL040C	1.4	1.14
YBL041W	1.39	0.88
YBL042C	1.02	0.81
YBL043W	2.01	1.35
YBL044W	1.46	1.36
YBL045C	1.64	1.05
YBL046W	1.16	0.9
YBL047C	0.97	0.84
YBL048W	1.12	1.42
YBL049W	0.89	0.84
YBL050W	1.31	1.1
YBL051C	0.68	0.56
YBL052C	0.87	0.99
YBL053W	0.67	0.87
YBL054W	0.7	0.84
YBL055C	1.52	1.16
YBL056W	1.16	1.11
YBL057C	1.34	1.09
YBL058W	1.46	1.06
YBL059W	1.24	1.03
YBL060W	1.54	1.29
YBL061C	1.13	1
YBL062W	0.83	0.85
YBL063W	1.03	0.8
YBL064C	1.37	1.13
YBL065W	0.81	0.8
YBL066C	0.94	0.94
YBL067C	0.63	0.61
YBL068W	1.17	1.09
YBL069W	1.13	0.97
YBL070C	0.94	0.96
YBL071C	0.86	1.02
YBL072C	1.65	1.31
YBL073W	1.01	0.88
YBL074C	1.1	0.87
YBL075C	1.57	1.29
YBL076C	2.03	1.59
YBL077W	1.37	0.97
YBL078C	0.89	0.91
YBL079W		1.1
YBL080C	0.74	0.93
YBL081W	0.71	0.86
YBL082C	1.15	1.03
YBL083C	0.59	0.53
YBL084C	0.78	0.95
YBL085W		
YBL086C	0.61	0.47
YBL087C	0.67	0.56
YBL088C	0.95	1.2
YBL089W	0.81	0.82
YBL090W	1.08	0.92
YBL091C	0.82	0.79
YBL091C-A	0.96	1.04
YBL092W	1.52	1.39
YBL093C	1.62	1.38
YBL094C	0.81	1.08
YBL095W	0.92	0.89
YBL096C	0.92	1.06
YBL097W	0.88	0.84
YBL098W	0.79	0.6
YBL099W	0.61	0.51
YBL100C	1.01	1.08
YBL101C	0.57	0.73
YBL101W-A	1	0.85
YBL101W-B	0.6	0.56
YBL102W	0.94	0.96
YBL103C	0.71	0.81
YBL104C	0.77	0.74
YBL105C	0.59	0.68
YBL106C	1.14	1.12
YBL107C	1.15	1.02
YBL108W	0.99	0.96
YBL109W	1.2	1.47
YBL111C	1.22	1.47
YBL112C	0.99	1.08
YBL113C	1.93	1.33
YBLCdelta7	1.36	1.25
YBLCsigma1	1.35	1.28
YBLWdelta1	0.85	1.01
YBLWdelta10	1.2	1.21
YBLWdelta3	0.94	1.12
YBLWdelta6	1.15	1.22
YBLWdelta8	0.74	0.94
YBLWtau1	1.14	1.16
YBLWTy2-1A	1.44	1.2
YBLWTy2-1B	1.02	1.03
YBR001C	0.46	0.43
YBR002C	0.57	0.75
YBR003W	0.78	0.78
YBR004C	0.59	0.55
YBR005W	0.72	0.65
YBR006W	0.95	0.93
YBR007C	0.68	0.85
YBR008C	0.94	0.87
YBR009C	1.37	0.97
YBR010W	1.48	1.25
YBR011C	1.48	1.26
YBR012C	1.15	1.08
YBR012W-A	1.05	0.99
YBR012W-B	1.13	1.04
YBR013C	0.88	0.79
YBR014C	1.28	0.84
YBR015C	0.89	0.74
YBR016W	1.09	1.26
YBR017C	0.58	0.74
YBR018C	0.84	0.73
YBR019C	0.68	0.78
YBR020W	1.29	1.22
YBR021W	0.81	0.91
YBR022W	1.12	0.89
YBR023C	0.9	0.89
YBR024W	1.51	1.49
YBR025C	1.47	1.37
YBR026C	1.58	1.27
YBR027C	1.08	0.94
YBR028C	1.04	0.88
YBR029C	0.63	0.77
YBR030W	0.9	0.77
YBR031W	0.73	0.99
YBR032W	1.2	1.14
YBR033W	0.75	0.73
YBR034C	0.92	0.69
YBR035C	0.78	0.74
YBR036C	0.96	0.97
YBR037C	1.31	1.09
YBR038W	0.62	0.74
YBR039W	1	0.95
YBR040W	1.72	1.32
YBR041W	0.91	1.03
YBR042C	0.71	0.76
YBR043C	0.86	0.82
YBR044C	0.76	1.12
YBR045C	0.73	0.85
YBR046C	0.57	0.57
YBR047W	1.25	0.84
YBR048W	0.78	0.9
YBR049C	0.6	0.64
YBR050C	0.8	0.65
YBR051W	0.65	0.77
YBR052C	1.27	1.26
YBR053C	1.05	1.19
YBR054W	1.27	1.43
YBR055C	1.02	0.97
YBR056W	1.43	1.23
YBR057C	0.88	0.9
YBR058C	0.72	0.83
YBR059C	0.89	0.7
YBR060C	0.9	0.88
YBR061C	0.86	0.7
YBR062C	0.76	0.7
YBR063C	0.79	0.65
YBR064W	0.86	0.94
YBR065C	0.97	0.78
YBR066C	1.11	1.12
YBR067C	1.31	1.49
YBR068C	1.51	1.12
YBR069C	1.21	0.91
YBR070C	1.19	0.9
YBR071W	1.19	1.04
YBR072W	2.1	1.52
YBR073W	1.19	0.95
YBR074W	0.94	0.79
YBR075W	0.99	0.78
YBR076W	1.36	1.26
YBR077C	1.27	1.24
YBR078W	1.38	1.17
YBR079C	0.69	0.64
YBR080C	1.1	0.97
YBR081C	0.97	0.84
YBR082C	0.87	0.88
YBR083W	0.69	0.61
YBR084C-A	1.69	1.29
YBR084W	1.11	0.93
YBR085W	1.4	1.02
YBR086C	0.98	0.79
YBR087W	1.69	1.12
YBR088C	1.03	0.92
YBR089W	1.21	0.87
YBR090C	0.78	0.72
YBR090C-A	0.82	1.09
YBR091C	0.71	0.76
YBR092C	1.11	0.71
YBR093C	0.84	0.8
YBR094W	1.19	1.15
YBR095C	1.15	0.83
YBR096W	1.16	0.96
YBR097W	0.75	0.85
YBR098W	1.19	0.98
YBR099C	1.06	0.92
YBR100W	0.99	0.91
YBR101C	0.94	0.88
YBR102C	1.41	0.97
YBR103W	1.09	0.75
YBR104W	1.36	0.9
YBR105C	1.83	1.1
YBR106W	2.71	2.23
YBR107C	1.5	1.2
YBR108W	1.59	1.14
YBR109C	0.72	0.77
YBR110W	1.24	1.08
YBR111C	1.08	0.86
YBR112C	0.9	0.95
YBR113W	0.75	0.98
YBR114W	1.58	1.12
YBR115C	1.1	0.81
YBR116C	0.96	0.89
YBR117C	1.07	0.88
YBR118W	1.77	1.24
YBR119W	1.34	0.96
YBR120C	0.98	0.82
YBR121C	1.26	0.89
YBR122C	1.43	1.38
YBR123C	1.03	0.84
YBR124W	0.81	0.77
YBR125C	1.54	0.85
YBR126C	1.89	1.82
YBR127C	2.66	1.89
YBR128C	1.46	1.02
YBR129C	1.36	0.86
YBR130C	1.39	1.01
YBR131W	1.36	1
YBR132C	1.45	1.32
YBR133C	1.32	0.93
YBR134W	1.41	1.33
YBR135W	1.44	1.2
YBR136W	0.9	0.85
YBR137W	0.98	0.69
YBR138C	1.16	1.09
YBR139W	1.07	0.79
YBR140C	0.74	0.76
YBR141C	0.68	0.7
YBR142W	1.18	1.01
YBR143C	1.11	1.05
YBR144C	0.92	0.87
YBR145W	1.07	0.71
YBR146W	1.51	1.13
YBR147W	1.02	0.88
YBR148W	0.88	0.91
YBR149W	0.94	0.82
YBR150C	1.33	1.03
YBR151W	1.27	0.89
YBR152W	0.96	0.64
YBR153W	1.01	0.77
YBR154C	1.01	0.99
YBR155W	0.8	0.89
YBR156C	0.64	0.67
YBR157C	0.65	0.74
YBR158W	1.07	0.92
YBR159W	0.8	0.84
YBR160W	0.81	0.71
YBR161W	0.88	0.61
YBR162C	1.14	1.02
YBR162W-A	0.96	1.08
YBR163W	1.29	1.03
YBR164C	1.05	0.92
YBR165W	1.2	1.28
YBR166C	1.31	1.14
YBR167C	0.98	0.86
YBR168W	1.12	0.76
YBR169C	0.85	0.83
YBR170C	0.82	0.76
YBR171W	0.63	0.62
YBR172C	0.62	0.59
YBR173C	0.86	0.83
YBR174C	0.76	0.81
YBR175W	0.78	0.7
YBR176W	0.98	0.7
YBR177C	1.08	1.17
YBR178W	1.22	1.16
YBR179C	0.76	0.86
YBR180W	0.75	0.73
YBR181C	1.34	1.13
YBR182C	1.45	0.97
YBR183W	1.37	0.99
YBR184W	1.05	0.74
YBR185C	0.91	0.87
YBR186W	0.67	0.83
YBR187W	0.42	0.59
YBR188C	0.67	0.65
YBR189W	1.4	1.16
YBR190W	0.85	1.11
YBR191W	1.34	0.97
YBR192W	1.12	0.66
YBR193C	0.91	0.94
YBR194W	0.97	0.92
YBR195C	0.8	0.71
YBR196C	1.34	1.05
YBR197C	0.95	1.02
YBR198C	1.23	0.94
YBR199W	1.44	0.99
YBR200W	1.39	0.87
YBR201W	1.26	1.14
YBR202W	0.9	0.89
YBR203W	0.84	0.76
YBR204C	0.75	0.71
YBR205W	1.31	1.29
YBR206W	0.94	1.18
YBR207W	0.86	0.96
YBR208C	0.7	0.73
YBR209W	1.23	1.31
YBR210W	1.65	1.39
YBR211C	1.25	1.23
YBR212W	0.84	0.87
YBR213W	1.8	1.87
YBR214W	3.93	2.65
YBR215W	1.06	1
YBR216C	0.88	0.79
YBR217W	1.09	0.98
YBR218C	0.82	0.98
YBR219C	1.39	1.34
YBR220C	1.57	1.31
YBR221C	1.44	1.32
YBR222C	1.08	1.29
YBR223C	1.34	0.99
YBR224W	0.75	0.75
YBR225W	1.09	1
YBR226C	1.03	0.94
YBR227C	0.76	0.77
YBR228W	0.86	0.68
YBR229C	1.77	1.27
YBR230C	2.52	2.22
YBR231C	2.3	2.16
YBR232C	0.91	0.95
YBR233W	1.17	1.11
YBR234C	0.71	0.83
YBR235W	0.61	0.58
YBR236C	0.59	0.56
YBR237W	0.89	0.98
YBR238C	1.23	1.13
YBR239C	1.01	0.81
YBR240C	2.58	1.84
YBR241C	3.17	2.72
YBR242W	1.43	1.38
YBR243C	1.07	0.96
YBR244W	1	0.84
YBR245C	1.26	1.27
YBR246W	1.3	0.98
YBR247C	0.92	0.75
YBR248C	1.1	0.81
YBR249C	1.47	1.23
YBR250W	1.19	0.99
YBR251W	1.13	0.83
YBR252W	0.79	0.68
YBR253W	1.06	1.1
YBR254C	0.98	0.85
YBR255W	0.93	0.71
YBR256C	1.02	0.8
YBR257W	1.38	1.13
YBR258C	1.2	0.94
YBR259W	1.07	1.06
YBR260C	0.91	0.83
YBR261C	2.03	1.58
YBR262C	1.32	1.17
YBR263W	1.34	1.12
YBR264C	1.41	1.12
YBR265W	1.38	1.25
YBR266C	1.25	1.18
YBR267W	1.71	1.58
YBR268W	1.11	1.15
YBR269C	1.2	1.25
YBR270C	1.03	0.95
YBR271W	0.98	0.88
YBR272C	1.14	0.84
YBR273C	1.03	0.86
YBR274W	1.14	0.83
YBR275C		1.04
YBR276C	0.78	0.73
YBR277C	1.13	1.03
YBR278W	0.94	0.73
YBR279W		
YBR280C	0.99	0.64
YBR281C	1.22	1.14
YBR282W	1.16	0.96
YBR283C	1.28	0.91
YBR284W	0.83	0.65
YBR285W	1.04	1.12
YBR286W	1.08	0.91
YBR287W	0.99	0.76
YBR288C	0.95	0.79
YBR289W	0.95	0.98
YBR290W	0.86	0.75
YBR291C	1.08	0.82
YBR292C	0.98	0.84
YBR293W	1.57	1.34
YBR294W	1.01	0.81
YBR295W	0.88	0.78
YBR296C	1.02	0.79
YBR297W	1.35	1.05
YBR298C	0.77	0.69
YBR299W	0.95	0.85
YBR300C	0.84	0.76
YBR301W	1.26	1.2
YBR302C	1.26	1.07
YBRCdelta11	1.03	1.22
YBRCdelta18	0.99	1.28
YBRCdelta19	0.98	1.01
YBRWdelta16	1.27	1.25
YBRWdelta17	1.19	1.12
YCL001W	0.77	0.76
YCL001W-A	1	0.84
YCL002C	0.6	0.73
YCL003W	1.07	0.83
YCL004W	0.98	0.84
YCL005W	0.73	0.71
YCL006C	0.9	0.72
YCL007C	1.39	1.2
YCL008C	1.72	1.73
YCL009C	2.65	2.09
YCL010C	1.75	1.43
YCL011C	1.9	1.41
YCL012W	0.92	0.87
YCL013W	0.71	0.75
YCL014W	0.92	0.62
YCL016C	1.1	0.93
YCL017C	1.01	0.79
YCL018W	0.98	0.68
YCL019W	0.96	0.97
YCL020W	1.56	1.21
YCL021W	1.24	1.02
YCL022C	0.9	0.73
YCL023C	1.39	1.1
YCL024W	1.23	0.97
YCL025C	1.7	0.94
YCL026C	1.37	1.05
YCL026C-A	2.07	1.24
YCL027W	1.74	1.18
YCL028W	1.12	1.26
YCL029C	0.88	1.39
YCL030C	2.98	3.79
YCL031C	0.98	1.16
YCL032W	1.58	1.34
YCL033C	2.07	1.73
YCL034W	2.46	2.19
YCL035C	1.19	1.21
YCL036W	2.29	1.58
YCL037C	1.21	0.93
YCL038C	1.31	0.79
YCL039W	1.47	1.27
YCL040W	2.34	1.85
YCL041C	1.7	1.5
YCL042W	1.85	1.41
YCL043C	1.58	1.07
YCL044C	0.7	0.94
YCL045C	0.6	0.73
YCL046W		
YCL047C		
YCL048W	0.83	0.77
YCL049C	0.48	0.6
YCL050C	0.69	0.67
YCL051W		0.69
YCL052C	1	0.98
YCL053C	0.87	0.75
YCL054W	0.65	0.79
YCL055W	0.71	0.7
YCL056C	1.05	0.98
YCL057W	1.04	0.78
YCL058C	0.96	0.88
YCL059C	0.91	0.73
YCL060C	0.72	0.79
YCL061C	0.54	0.63
YCL062W	0.62	0.57
YCL063W	0.47	0.53
YCL064C	0.72	0.69
YCL065W	0.83	0.85
YCL066W	0.86	0.87
YCL067C	0.69	0.73
YCL068C	0.92	0.84
YCL069W	0.78	0.73
YCL073C	0.88	0.93
YCL074W	0.86	0.77
YCL075W	1.03	1.06
YCL076W	1.15	0.99
YCLCdelta1	1.23	1.11
YCLWomega1	1.54	1.45
YCLWTy5-1A	0.96	0.92
YCLWTy5-1B	0.88	0.92
YCLWTy5-1C	0.88	0.78
YCLX01W	1.05	0.91
